fdat,CPI1,CPI2,CPI3,CPI4,CPI5,CPI6
2019-04-01,0.8984633333333332,2.76747,2.2109733333333335,2.2133933333333333,2.083563333333333,1.9006633333333336
2019-07-01,2.901200000000001,1.8309133333333336,2.090606666666667,2.0370100000000004,1.9579466666666667,2.0890666666666666
2019-10-01,1.7992966666666663,1.8594400000000002,2.184363333333333,2.0631233333333334,2.1291999999999995,2.0857766666666664
2020-01-01,2.599,1.916684375,2.022325,2.1547124999999996,2.1604156249999997,2.1851531250000003
2020-04-01,1.2005333333333332,-2.1965454545454546,1.5154363636363637,1.832639393939394,1.9514727272727272,1.881339393939394
2020-07-01,-3.5020620689655173,1.7606448275862072,1.5234344827586208,1.5159310344827588,1.559406896551724,1.8046931034482758
2020-10-01,5.198328,2.3110800000000005,2.1902,1.9228200000000002,2.2332680000000003,2.235144
2021-01-01,2.2018709677419364,2.4377096774193547,2.0482322580645156,2.166545161290323,2.2072967741935487,2.2014129032258065
2021-04-01,3.7030250000000002,3.4456468750000004,2.622525,2.40431875,2.444965625,2.35870625
2021-07-01,8.402903225806451,5.096467741935483,2.6947870967741934,2.4634225806451613,2.4005645161290325,2.496925806451613
2021-10-01,6.602040625,4.58575,3.158228125,2.67223125,2.605090625,2.497965625
2022-01-01,8.202577419354835,5.551606451612903,3.7683806451612902,3.087983870967742,2.9735290322580643,2.804609677419355
2022-04-01,9.200096551724135,7.239096551724137,4.616575862068964,3.779031034482759,3.477541379310345,3.2967793103448275
2022-07-01,10.503196551724137,6.17931724137931,4.542441379310344,3.9882655172413797,3.5901655172413793,3.301334482758621
2022-10-01,5.698063333333332,5.197813333333334,4.428210000000001,3.6345666666666663,3.4431699999999994,3.171116666666666
2023-01-01,3.1021433333333324,3.272876666666667,3.30336,3.01921,2.8808000000000002,2.672543333333333
2023-04-01,3.8020645161290316,3.508887096774193,3.293122580645161,2.9970709677419354,2.727548387096774,2.587932258064516
2023-07-01,2.7014833333333343,3.065129999999999,3.0267566666666665,2.6241333333333334,2.576523333333334,2.592476666666666
2023-10-01,3.5982793103448265,3.1793793103448276,2.7260620689655175,2.5515000000000003,2.5368206896551726,2.464375862068966
2024-01-01,2.796557142857142,2.534885714285714,2.403467857142857,2.4160250000000003,2.304607142857143,2.2335357142857144
2024-04-01,3.8008266666666657,3.5841966666666667,2.7942166666666663,2.5351233333333334,2.396686666666667,2.4368399999999997
2024-07-01,2.8030107142857132,2.082475,2.353707142857143,2.363667857142857,2.3599,2.3369
2024-10-01,1.2034814814814814,2.187044444444444,2.4015629629629625,2.380744444444444,2.224222222222222,2.1915444444444443
